x1,x2,x3
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.011805555555555555,0.0,0.0
0.011805555555555555,0.0,0.0
0.005555555555555556,0.0,0.0
0.025694444444444443,0.0,0.0
0.0020833333333333333,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.003472222222222222,0.0,0.0
0.00625,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.010416666666666666,0.0,0.0
0.004861111111111111,0.0,0.0
0.12986111111111112,0.0,0.0
0.10833333333333334,0.0,0.0
0.0,0.0,0.0
0.09652777777777778,0.0,0.0
0.002777777777777778,0.0,0.0
0.009027777777777777,0.0,0.0
0.01597222222222222,0.0,0.0
0.0,0.0,0.0
0.06319444444444444,0.0,0.0
0.07430555555555556,0.0,0.0
0.09930555555555555,0.0,0.0
0.01597222222222222,0.0,0.0
0.0125,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.04861111111111111,0.0,0.0
0.0,0.0,0.0
0.011805555555555555,0.0,0.0
0.01597222222222222,0.0,0.0
0.0,0.0,0.0
0.007638888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0625,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.10277777777777777,0.0,0.0
0.041666666666666664,0.0,0.0
0.0,0.0,0.0
0.024305555555555556,0.0,0.0
0.08680555555555555,0.0,0.0
0.0,0.0,0.0
0.0006944444444444445,0.0,0.0
0.0,0.0,0.0
0.027083333333333334,0.0,0.0
0.007638888888888889,0.0,0.0
0.0,0.0,0.0
0.03680555555555556,0.0,0.0
0.003472222222222222,0.0,0.0
0.03125,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.007638888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.019444444444444445,0.0,0.0
0.1388888888888889,0.0,0.0
0.04583333333333333,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.004861111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.016666666666666666,0.0,0.0
0.002777777777777778,0.0,0.0
0.07152777777777777,0.0,0.0
0.08194444444444444,0.0,0.0
0.08333333333333333,0.0,0.0
0.16180555555555556,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.006944444444444444,0.0,0.0
0.04236111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07291666666666667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.022916666666666665,0.0,0.0
0.04375,0.0,0.0
0.00625,0.0,0.0
0.027083333333333334,0.0,0.0
0.0,0.0,0.0
0.025,0.0,0.0
0.15069444444444444,0.0,0.0
0.03194444444444444,0.0,0.0
0.04097222222222222,0.0,0.0
0.050694444444444445,0.0,0.0
0.059027777777777776,0.0,0.0
0.20555555555555555,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.035416666666666666,0.0,0.0
0.010416666666666666,0.0,0.0
0.017361111111111112,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08263888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1423611111111111,0.0,0.0
0.0,0.0,0.0
0.03888888888888889,0.0,0.0
0.06875,0.0,0.0
0.0,0.0,0.0
0.0006944444444444445,0.0,0.0
0.0,0.0,0.0
0.009027777777777777,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0125,0.0,0.0
0.04375,0.0,0.0
0.0,0.0,0.0
0.06458333333333334,0.0,0.0
0.0,0.0,0.0
0.03819444444444445,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.02361111111111111,0.0,0.0
0.05138888888888889,0.0,0.0
0.0,0.0,0.0
0.14166666666666666,0.0,0.0
0.0,0.0,0.0
0.1625,0.0,0.0
0.1111111111111111,0.0,0.0
0.3923611111111111,0.0,0.0
0.2902777777777778,0.0,0.0
0.0,0.0,0.0
0.03194444444444444,0.0,0.0
0.07361111111111111,0.0,0.0
0.17083333333333334,0.0,0.0
0.12222222222222222,0.0,0.0
0.010416666666666666,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.21597222222222223,0.0,0.0
0.034027777777777775,0.0,0.0
0.05694444444444444,0.0,0.0
0.0,0.0,0.0
0.1625,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0875,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.24166666666666667,0.0,0.0
0.09583333333333334,0.0,0.0
0.0375,0.0,0.0
0.11527777777777778,0.0,0.0
0.2986111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.37569444444444444,0.0,0.0
0.4388888888888889,0.0,0.0
0.0,0.0,0.0
0.29583333333333334,0.0,0.0
0.425,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.5083333333333333,0.0,0.0
0.2659722222222222,0.0,0.0
0.0,0.0,0.0
0.027083333333333334,0.0,0.0
0.1111111111111111,0.0,0.0
0.13472222222222222,0.0,0.0
0.02361111111111111,0.0,0.0
0.05347222222222222,0.0,0.0
0.23402777777777778,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16875,0.0,0.0
0.06111111111111111,0.0,0.0
0.02638888888888889,0.0,0.0
0.27291666666666664,0.0,0.0
0.4979166666666667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.15694444444444444,0.0,0.0
0.0,0.0,0.0
0.08611111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.05555555555555555,0.0,0.0
0.1388888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07847222222222222,0.0,0.0
0.09027777777777778,0.0,0.0
0.004166666666666667,0.0,0.0
0.14305555555555555,0.0,0.0
0.11180555555555556,0.0,0.0
0.08680555555555555,0.0,0.0
0.0,0.0,0.0
0.00625,0.0,0.0
0.0,0.0,0.0
0.0875,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.1986111111111111,0.0,0.0
0.2326388888888889,0.0,0.0
0.1673611111111111,0.0,0.0
0.014583333333333334,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.09027777777777778,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.049305555555555554,0.0,0.0
0.019444444444444445,0.0,0.0
0.09791666666666667,0.0,0.0
0.07083333333333333,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.15555555555555556,0.0,0.0
0.02013888888888889,0.0,0.0
0.29444444444444445,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.18541666666666667,0.0,0.0
0.0,0.0,0.0
0.1638888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16666666666666666,0.0,0.0
0.1125,0.0,0.0
0.07708333333333334,0.0,0.0
0.0,0.0,0.0
0.3284722222222222,0.0,0.0
0.21736111111111112,0.0,0.0
0.2361111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.049305555555555554,0.0,0.0
0.3611111111111111,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.22708333333333333,0.0,0.0
0.0,0.0,0.0
0.14375,0.0,0.0
0.25763888888888886,0.0,0.0
0.0,0.0,0.0
0.059722222222222225,0.0,0.0
0.0,0.0,0.0
0.09722222222222222,0.0,0.0
0.15347222222222223,0.0,0.0
0.034027777777777775,0.0,0.0
0.2986111111111111,0.0,0.0
0.08611111111111111,0.0,0.0
0.06041666666666667,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.16597222222222222,0.0,0.0
0.20833333333333334,0.0,0.0
0.225,0.0,0.0
0.0,0.0,0.0
0.2388888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07916666666666666,0.0,0.0
0.01597222222222222,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07361111111111111,0.0,0.0
0.10138888888888889,0.0,0.0
0.04861111111111111,0.0,0.0
0.0,0.0,0.0
0.03611111111111111,0.0,0.0
0.0,0.0,0.0
0.13402777777777777,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.19375,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.2708333333333333,0.0,0.0
0.09305555555555556,0.0,0.0
0.017361111111111112,0.0,0.0
0.0,0.0,0.0
0.003472222222222222,0.0,0.0
0.0,0.0,0.0
0.24513888888888888,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.07361111111111111,0.0,0.0
0.09652777777777778,0.0,0.0
0.14583333333333334,0.0,0.0
0.08472222222222223,0.0,0.0
0.022222222222222223,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.12916666666666668,0.0,0.0
0.0,0.0,0.0
0.12152777777777778,0.0,0.0
0.022222222222222223,0.0,0.0
0.0,0.0,0.0
0.11805555555555555,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.20625,0.0,0.0
0.2388888888888889,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.08819444444444445,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.10416666666666667,0.0,0.0
